"Museum volunteer interpreters welcome visitors, answer questions, and help visitors navigate exhibitions. Interpreters may be stationed in several of the following exhibitions at various times throughout the day, subject to volunteer interpreter availability.", 0.5
"Unity Square is home to American Experiments, a set of activities that invite you to explore, play, and connect with the people around you. Five experiments bring to life the themes of the surrounding exhibitions—participation, commitment, negotiation, voting, protest, and pluralism. You’ll reflect on the history of the nation we build together and consider your own role in creating the nation of tomorrow.", 0.5
"Take an exciting virtual trip on board one of four simulators. Experience the thrill of careening through an action-packed roller-coaster course or racing in futuristic high-speed hovercars.", 0.5
"Spark!Lab is where museum visitors become inventors. The Lemelson Center for the Study of Invention and Innovation invites children between the ages of 6 and 12 to create, collaborate, explore, test, experiment and invent. Activities for children and families incorporate traditional science, technology, engineering and math (STEM) with art, history and creativity. Spark!Lab activities are designed around common themes that connect to National Museum of American History collections and exhibitions. Themes are developed broadly to incorporate a wide range of collections and will change on a regular basis, ensuring that regular visitors have something new to explore.", 0.5
"Take an exciting virtual trip on board one of two simulators. Choose your adventure: Ride aboard the Space Shuttle to the International Space Station or experience the thrill of a flight in both vintage and jet-age aircraft. Note: Ride Simulators accommodate up to 8 people per ride. For safety reasons, children must be 42 inches tall unless accompanied by an adult.", 0.5
"Try to become a jet combat ace -- in an F-4 Phantom II -- as you pilot the simulator into 360-degree barrel rolls. Choose either pilot or gunner responsibilities. Note: Interactive Flight Simulators accommodates 1 to 2 people per ride. For safety reasons, children must be 48 inches tall.", 0.5
"Play an interactive skateboarding video game inspired by the sport’s popularity among Native youth. Test yourself at an interactive quiz show about Native American history and culture. Explore kid-friendly replicas of traditional Native homes, including an Amazonian stilt house adorned with photos by indigenous youth from the region.", 0.5
"Take a stroll among live butterflies and exotic plants! Located adjacent to Partners in Evolution, this tropical oasis offers visitors a rare opportunity to get close to a variety of living butterflies from all over the world.", 0.5
"An animal keeper will introduce you to one of the Zoo's small mammals like an armadillo or naked mole-rat.", 0.5
"Volunteers conduct tarantula feeding demonstrations, work with live insects that visitors may touch and hold, and answer questions about the many-legged creatures that live in the Insect Zoo.", 0.5
"Located at the crossroads of Africa and the Indian Ocean, the Swahili Coast has been a site of long-distance trade and migration for millennia. A tour of the exhibition takes visitors into the streets and homes of Swahili port towns and beyond, and highlights the arts of diplomacy and trade, the built environment and domestic interiors, society and fashion, and spiritual knowledge and pious devotion. Bridging multiple continents, the works in this exhibition reveal the truly global nature of African art.", 0.5
"The museum’s signature film “We the People” is a 20-minute celebration of the national ideals of democracy, opportunity and freedom. Stunning footage and a soaring soundtrack take viewers on a journey from past to present, honoring the visionary ideas, significant sacrifices and remarkable fortitude of the people who built our country, one generation at a time.  Produced by Smithsonian Channel.", 0.5
"Docents stationed at carts help visitors get their hands on history and learn about the museum's collections. Activities include operating a cotton gin, peeking through a stereoscope, experiencing what it felt like to wear a corset, using a press to print a card, and copying a letter the way Jefferson did.", 0.5
"Thousands of fish species live in the Amazon River Basin. Meet some of them during this feeding in Amazonia.", 0.5
"Talk with one of the animal keepers who cares for the Zoo's Andean bears daily at 11 a.m. and 2 p.m. Andean bears are located between the Zoo's Amazonia and American Trail exhibits.", 0.5
"Learn all about Asian elephants and how animal care staff work with these four-ton animals!", 0.5
"Come meet a keeper at the Reptile Discovery Center and learn about one fascinating species they care for.", 0.5
"Come hear what it takes to look after the Zoo's pandas from one of our animal keepers. This demonstration may take place at the red panda OR giant panda yards. Check the board at the entrance to Asia Trail for the exact location.", 0.5
"Watch as keeper staff train our seals or sea lions and learn more about these beautiful marine mammals! Check the board located near the Get your Feet Wet tide pool exhibit on American Trail for information on today’s demo.", 0.5
"Learn about the fascinating world of apes. Look for an animal keeper outside by the gorilla yard or inside the Great Ape house to hear about our gorilla troops.", 0.5
"Volunteers conduct tarantula feeding demonstrations, work with live insects that visitors may touch and hold, and answer questions about the many-legged creatures that live in the Insect Zoo.", 0.5
"By 2021, the Zoo’s historic 1928 Bird House and the surrounding bird plateau will transform into Experience Migration, a first-of-its-kind attraction with almost 100 species of migratory birds integral to North, Central and South American ecosystems.", 0.5
"Story time in our Explore! space immerses you in tales of artists, presidents, inventors, athletes, and more! Before or after story time, enjoy our family space where you can play and learn about portraiture. 11:45am Tuesday-Friday. All ages welcome. No reservation required.", 0.5
"Turn your thumb green! Join Smithsonian Gardens’ horticulturists for a series of free lunchtime talks and demonstrations on gardening basics each Thursday May through August. In the event of inclement weather, this program will be moved to the Smithsonian International Center (Suite 3123) in the S. Dillon Ripley Center.", 0.5
"Come create your own topical stamp collection! A friendly volunteer will facilitate the experience, helping you think about the purpose and significance of a stamp, encouraging thoughtful conversations and acting as an information resource.", 0.5
"Visit our shocking new Electric Fishes Demonstration Lab at the Amazonia Field Station and learn about these fascinating fishes from an animal keeper who cares for them.", 0.5
"Animal care staff will introduce you to one of the species on American Trail. Check the board located near the Get your Feet Wet tide pool exhibit on American Trail for information on today’s demo.", 0.5
"Alpacas, donkeys, and goats-Oh My! Keepers will introduce you to one of the many furry or feathered residents of the Farm. This demonstration is weather dependent.", 0.5
"Hear from an animal keeper and get a view of one of our sloth bears in their yard as they enjoy a food or enrichment* item. *The Smithsonian's National Zoo's enrichment program provides physically and mentally stimulating toys, activities and environments for all the Zoo’s animals. Enrichment allows animals to demonstrate their species-typical behavior, gives them opportunity to exercise control or choice over their environment and enhances their well-being. Enrichment is just as essential to animal welfare as proper nutrition and veterinary care.", 0.5
"Join Cultural Interpreters for an introduction to the topics and themes presented throughout the museum’s main exhibitions. Explore more with hands-on objects related to the collection. These 5-to-10-minute programs repeat on demand and are appropriate for all ages.", 0.5
"Did you know that the Castle is the Smithsonian’s first and oldest building? Join us as one of our dynamic volunteer docents takes you on a tour to explore the highlights of the Smithsonian Castle. Come learn about the founding and early history of the Smithsonian; its original benefactor, James Smithson; and the incredible history and architecture of the Castle. Here is your opportunity to discover the treasured stories revealed within James Smithson's crypt, the Great Hall, and the West Wing. We’ll see you at the Castle!", 0.5
"Asia Trail Animal Feeding. Check the sign at the entrance to Asia Trail to see which animal will receive a treat during today's demonstration.", 0.5
"Lemur Feeding. Watch these dynamic primates from Madagascar as they discover enrichment items. Weather permitting.", 0.5
"Join us for a hands-on program in honor of Asian Pacific American Heritage Month! As Polynesian voyagers settled islands throughout the Pacific Ocean, including Hawai’i, they brought useful plants with them. Learn about these “canoe plants” and their many uses, from making outrigger canoes to providing food and making clothes. This 5-to-10-minute program repeats on demand. Recommended age: 0+", 0.5
"Discover outstanding works of art from throughout Asia in an hour-long, docent-led tour through the Sackler. Explore art from varied time periods, countries, and cultures.", 0.5
"Meet the newest member of the Hirshhorn team: Pepper! Pepper is a social, humanoid robot designed to start conversations, share information, and have fun. Our Pepper is one of the first of its kind at the Smithsonian, part of a pilot project that lets us experiment with the use of social robots in museum spaces. Curious? Come meet Pepper, chat with the team, and get the inside scoop on this exciting new tech adventure. Stop by the info desk to see where Pepper is hanging out that day!", 0.5
"Journey to a galaxy far, far away on the biggest screens in the DMV! Join us for a special open captioned screening of Solo: A Star Wars Story on Thursday, May 31, 2018, at 6:40 pm. Captions and descriptive text will be projected directly on our giant screen! Located at the Lockheed Martin IMAX Theater at the National Air and Space Museum in Washington, DC.", 0.5
"David Korin's name may not be on the marquee, but his role in Hamilton is a major and highly visible one. The production designer for the show that has become a cultural phenomenon discusses the meticulous research, collaboration, and sheer hard work that went into creating and building every detail of the setting against which the musical plays out.", 0.5
"In this memorial-laden city, it is easy to think of the various monuments as the only way to properly honor the historic figures to which they are dedicated. Martin Moeller , senior curator at The Building Museum, talks about the meaning of memorials, which often say more about the ethos of the era in which they are built than they do about the event or person being memorialized.", 0.5
"Learn how get the most out of a culinary-focused travel adventure in Italy as writer Elizabeth Minchilli reveals why food is the most authentic and delicious way to understand a country where fabulous cuisine is just as revered as its treasured artistic masterpieces.", 0.5
"All aboard for an exciting three-day rail journey through West Virginia's breathtaking mountain scenery led by railroad historian Joe Nevin.", 0.5
"Check it out! Find our cart in-gallery and check out a kit to use inside the museum. Kits include a children’s book, suggested artworks for viewing, and hands-on materials. This program is a partnership between Smithsonian Libraries and the Hirshhorn.", 0.5
"Concerts at the Museum in Washington, DC feature vocal and instrumental selections from a variety of musical genres including big band, jazz, popular, patriotic, and classical. World-class musicians from the U.S. military are sure to both entertain and inspire you.", 0.5
"Discover the Golden Triangle neighborhood and the outdoor sculptures of No Spectators: Beyond the Renwick during this walking tour. Meet outside Renwick Gallery entrance, Pennsylvania Avenue. The tour lasts approximately 90 minutes. (Weather permitting.) No Spectators: Beyond the Renwick, an installation of outdoor sculptures and related programming in the neighborhood, is made possible by a collaboration with the Golden Triangle Business Improvement District and support from Lyft.", 0.5
"How did student activists participate in the ongoing process of building America? The centerpiece of Coulter Unity Square, The Nation We Build Together contextualizes the Greensboro Lunch Counter as an icon of the civil rights movement and an emblem of the transformative power Americans have to create the nation in which they want to live. The 30 minute interactive play transports visitors to a nonviolent protest training session a few weeks after the original sit-in that occurred at the F. W Woolworth store in Greensboro, North Carolina on February 1, 1960. Exploring the intersection of race, civic activism, and religious inspiration, this program sets the stage for a conversation about how we all can shape the future of America.", 0.5
"Delve into the art and practice of Buddhism across Asia in an hour-long, docent-led tour. Tours focus on Encountering the Buddha: Art and Practice across Asia or our permanent collection of art from India, China, and Japan.", 0.5
"Family Program: (Ages 8 to 12) Go on an interactive exploration of the Natural History Museum and participate in hands-on crafts projects and games. Then roll out your sleeping bag and dream away in the darkened halls of one of the world s most famous museums!", 0.5
"The shadow world of spying has captured the imagination of authors for centuries. Now, you can be the one to develop the plot and storyline that grips readers' attention and quickens their pulses. Join Melissa Mahle, former CIA intelligence officer and author of Anatolia Steppe: Lost in Petra and Camp Secret, and discover how her skills as a real former spy helped her develop characters and stories for her book. Combining writing with hands-on work in disguise, surveillance, and spy gadgetry, this unique writing workshop for young spies reveals the process of creating intriguing characters and spine-tingling stories. After all the missions are completed successfully, who knows… you might just have the beginnings of your very own spy novel. Ages: 9-14* | No Grownups Allowed! **Dinner included. Space is limited-advance registration required.", 0.5
"When the lights go down, the adventure begins! The Museum doors have been locked for the night, but in the shadows a group of exclusive recruits stand ready to begin a night of top-secret KidSpy® training. This could be you! Perfect your alias and cover-story, check in at “Border Patrol,” and prepare for a night of intrigue and adventure. As a spy school recruit, your mission begins with taking on a secret identity and gathering intelligence about real spy skills. During the night, you will transform yourself through disguise, make and break secret codes, uncover important secrets, interrogate real spies, and hunt for a mole within your ranks! At the same time, the adults lurking nearby will be kept on their toes with their own super-clandestine mission. As day breaks, enemy agents will be exposed in a dramatic finale, KidSpy agents and adults will reclaim their “real” (how do we know you are who you say you are?) identities and this adventure-filled mission will be accomplished. Operation Secret Sleepover is designed for kids age 9-13.", 0.5
"In the real-life world of espionage, spies often call upon the art of magic and illusion to distract the enemy, make evidence disappear, and escape unnoticed.  Join professional magician, Peter Wood, as he demonstrates the art of misdirection, sleight of hand, and other illusions used by skilled spies. This one of a kind performance, custom-designed for the Spy Museum, is guaranteed to fascinate children and adults alike. Ages: 7 and up* (one adult required for every five KidSpy agents).", 0.5
"Somewhere deep inside the Museum an elite group of recruits is lurking in the shadows preparing to take on top secret missions. No one really knows who they are, or for that matter, what they’re really up to. Now it’s your turn to join their ranks. Each day at Spy Camp is filled with top secret briefings and activities that will put spy skills and street smarts to the test. Aspiring KidSpy® recruits will hone their tradecraft, learn from real spies, and hit the streets to run training missions. Develop a disguise for cover, make and break codes, discover escape and evasion techniques, create and use spy gadgets, uncover the science behind spying—all of this and more awaits young recruits! Ages: 10 - 13", 0.5
"Washington was a visionary plantation owner who used experimental farming as a way to advance agriculture at Mount Vernon and for our fledgling nation. Because cultivating tobacco depleted his soil, Washington switched to growing wheat, oats, and barley. In 1760, he conducted an experiment to discover the best soil for growing these grains and recorded their progress in his diary. Beginning in April, Mount Vernon will recreate this experiment using the same soil mixtures as Washington: cow manure, horse manure, sheep manure, creek mud, and river sand.", 0.5
"Step inside our immersive theater, located inside the Donald W. Reynolds Museum & Education Center, where a defining moment in the American Revolution or Washington’s presidency will unfold in rich media on a massive 6K-resolution screen. Listen to Chris Jackson of the original cast of Hamilton narrate the scenario, take a seat at an interactive kiosk, and watch advisers like Thomas Jefferson, Alexander Hamilton, and James Madison appear on the screen. Choose whose counsel you wish to hear and consider their advice on real challenges in history. From there, it’s your turn to act—decide your course of action and learn how Washington handled the same dilemma.", 0.5
"Over the course of two weeks in April 2007, George Washington's Mount Vernon made a nightly transformation from stately 18th-century home to Hollywood film set during the creation of National Treasures: Book of Secrets. Learn how Mount Vernon participated in the production of this film while protecting its own national treasure, the home of George Washington. Included in this approximately hour-long specialty tour is the Mansion's basement and cornerstone, the setting for a pivotal scene in the film.", 0.5
"In 1799, more than 300 slaves lived and worked on the five farms that made up Washington’s 8,000-acre plantation. Discover the enslaved population of Mount Vernon and learn more about their daily lives. Visit the refurbished slave quarters and view reproduction clothing, tools, furniture, cookware, ceramics, toys, and personal accessories that represent their experiences.", 0.5
"Sheep Shearing Demonstrations: Watch our livestock staff perform this annual spring activity using 18th century shears", 0.5
"Listen to our Resident Fifer play different fifes, flutes, and a drum to demonstrate their different sounds and functions. Learn about some of the musicians who played music on the front lines of the American Revolution and examine replicas of 18th-century uniforms, books, and sheet music. Our fifer also demonstrates tunes for dancing, such as a minuet, a jig, and a reel.", 0.5
"Explore beautiful gardens that combine form and function, see 18th-century trees that have stood the test of time, and discover the carefully crafted landscape that George Washington wanted you to experience.", 0.5
"Join Tobias Lear, George Washington's personal secretary, and learn about 18th-century fashion and manners during this 45-minute presentation.", 0.5
"Experience George Washington's Mount Vernon from a different perspective during this 45-minute narrated sightseeing excursion on the Potomac River.", 0.5
"Drop in and exchange greetings with our nation's first First Lady. Listen to stories from the woman that knew George Washington best - his wife, Martha. An actress portraying Martha Washington will regale you with tales of what it was like being married to our first president, hosting guests at Mount Vernon, living in the eighteenth century - and much more!", 0.5
"Fiber Demonstrations. Observe spinning, weaving, and fiber processing demonstrations while discussing Washington's textile industry at Mount Vernon.", 0.5
"Character interpreters portraying Washington's granddaughter, personal physician, enslaved manservant and others will give you a first-person narrative of life with the Father of Our Country.", 0.5
"Learn about the symbols, celebrations, funerals, protests, parades, and marches of Pennsylvania Avenue.", 0.5
"LGBT Figures of the American Civil War. Learn the history of two profound figures of the Civil War, Medal of Honor recipient Doctor Mary Walker and Poet/War Nurse Walt Whitman.", 0.5
"Tour the WWII Memorial and experience the D-Day Invasion of Normandy through the eyes of a Utah Beach Bombardier as told by his daughter, Ranger Catherine Cilfone. Hear about when the bombardier was wounded. What was he thinking as he flew over hundreds of ships?", 0.5
"Join a park ranger to explore the World War II Memorial and Franklin Delano Roosevelt Memorial. Dogs welcome on leash.", 0.5
"Did you get your flu shot this winter? One hundred years ago it was non-existent and resulted in the world’s deadliest epidemic. Take a jog around the mall to remember 1918’s flu epidemic and learn about its impacts on DC, the world, and the field of medicine.", 0.5
"You think you know Washington? Wait until you see what it was like when Abraham Lincoln arrived. Join a Park Ranger in this compelling 2 hour tour of his life and death in D.C. Tour ends at Ford’s Theatre.", 0.5
"Follow a ranger down Pennsylvania Avenue and learn about the impact of the Civil War on the nation’s capital and this historic street.", 0.5
"Join a park ranger to explore memorials that honor, recognize, and remember those who served in our nation’s conflicts.", 0.5
"Their interracial marriage sparked a legal fight that led all the way to the Supreme Court and became a landmark civil rights decision.", 0.5
"Belleau Wood: Learn about the US Marine lore that emerged from this battle in 1918?", 0.5
"Barbarossa: Why did Hitler decide to invade the Soviet Union?", 0.5
"What was this disaster that profoundly shook the nations of the globe? It was World War I.", 0.5
"Come and learn about our involvement and its impact on us today.", 0.5
"Join a park ranger for a run around the National Mall, with stops at sites connected to the tumultuous events of 1968. The run will be about 4 miles at a 10 minute per mile pace.", 0.5
"From the chief architect of the 14th amendment, John Bingham, to Martin Luther King Jr., the 14th Amendment continues to unfold and change the character of the Constitution.", 0.5
"The road to Pearl Harbor had its twists and turns, come and discover the rarely discussed events which led to this shattering event.", 0.5
"When presidents depart the White House, they receive a pension, write memoirs, or build a library. Beyond this basic model, how have some chief executives occupied themselves?", 0.5
"Red scales, white tails, and blue tongues - a variety of colorful live reptiles from the USA and all over the world will be featured during this wildly exciting show!  An engaging, kid-friendly Wildlife Educator will educate and entertain with exciting animal stories and fun animal facts.", 0.5
"Culture Shock DC shares the power, beauty, and energy of hip-hop in an interactive performance guaranteed to get you up on your feet. Find out what makes hip-hop such a unique and vibrant form, and cheer these amazing dance artist-educators in action. Get into the act as you learn some of the group’s choreography, and take the stage to show off your best freestyle moves!", 0.5
"Discover the engineering marvels, new and old, that make our world great and explore new technologies that will make it even stronger!  We will ride on a futuristic hover board and fire projectiles using one of the most basic engineering defenses: a catapult!  We will learn about renewable solar and wind technologies and try to demolish a building to better understand earthquake construction and natural disaster protection!", 0.5
"You can’t spell funk without “fun”—and that’s what guaranteed when SWAGFUNK takes over the stage. The D.C. band’s musical mix of funk, jazz, rock, pop, R&B, and reggae celebrates the joy of classic styles, and their high-energy grooves will have you singing and dancing along at a summer party you won’t want to miss!", 0.5
"This explosive company from Montgomery County shares the richness of African American culture by dancing the heritage of the African homelands. In a spectacular performance that blends chest-pounding drumming and foot-stomping leaps and steps, these performers create an infectious joy that captures hearts and sprits.", 0.5
"Professional landscape designer and gardening pro, Derek Thomas will  guide participants in the basics of keeping spring vegetables growing to harvest time.  Topics will include: Organic soil amendments to keep plants producing in late spring and early summer. What to harvest now for a second crop in early July. Pruning to increase yields. Thinning plants to increase yields. Planting summer veggies in spaces where our spring plants have been harvested. Participants will take home vegetable plants to grow in their own gardens", 0.5
"Watch as keeper staff train our seals or sea lions and learn more about these beautiful marine mammals! Check the board located near the Get your Feet Wet tide pool exhibit on American Trail for information on today’s demo.", 0.5
"Join teens from the Hirshhorn’s Emerging Artist program at In the Future, a showcase of teen artwork exploring imagined tomorrows. The Emerging Artist program takes teens’ artistic skills to the next level. This opportunity provides teens with exclusive access to ARTLAB technology, leadership opportunities, and direct involvement with events and exhibitions at the Hirshhorn Museum.", 0.5
"Portrait Discovery Kits are an interactive and imaginative way for visitors to learn more about people who are in the National Portrait Gallery and their contributions to American history. The kits offer a self-guided tour, Seek and Find cards, Portrait Detective and Historian Guides, and a Compare and Contrast activity using a doll. Visitors can check out kits just outside of the National Portrait Gallery’s education center, room E151 on the first floor. Kits must be returned prior to 4 p.m. This program is sponsored in part by the Reinsch Family Education Endowment.", 0.5
"Visitors can listen to a story and create art inspired by someone in the Portrait Gallery’s collection. This weekend hear about Olympic swimmer, Gertrude Ederle.", 0.5
"Since January, our teen Transformer Lab Volunteers (TLVs) have been assisting families and learning about the artists in the exhibition. Join us for a creative afternoon of special projects, all led by teens! Recommended for ages 9 and up. Also taking place Saturday, June 16. To register a group with 8 and more participants, please contactl: NMAI-NY-education@si.edu / (212) 514-3710 Part of the "Exploring Art and Technology" Event Series Every first and third Saturdays of the month, 1 pm – 4 pm
For our program flyer, CLICK HERE. Inspired by the the new exhibition "Transformer: Native Art in Light and Sound," this program explores the intersection of art, science, and technology through hands-on, experimental activities. The projects focus on a different artist and artwork each month.", 0.5
"Could you be a postal clerk? In this activity, a volunteer challenges you to sort mail, deciding which letters will be delivered and which would be sent to the Dead Letter Office. Complete the challenge and leave with a prize!", 0.5
"Dive into dynamic visualizations on "Science on a Sphere" to explore the connections between the ocean, climate, and human activity.  Hear how communities are making a difference.", 0.5
"Born in Togo, West Africa and raised in Washington, DC, Tabi Bonney follows in the footsteps of his activist-musician father, Togo born Itadi Bonney, who spent his life focused on one singular mission:  to bring the “music” of “home” to the US. As an artist in music, Tabi earns domestic and global radio and TV exposure, and has performed on stages all over the world. As an entrepreneur, Tabi produced and distributed his own fashion line, bonneyrunway, which would lead to collaborations featuring product designs with African fabrics and prints.  As a video director, Tabi works with emerging talent everywhere from Washington DC to LA to Togo. Like his father, in his style and in his work, Tabi finds himself expressing about “home.” Through his portraits on display, Tabi is expressing, for the first time, for East Africa, for Ethiopia, one of the most magical and stunning “homes” he’s ever visited.", 0.5
"This installation is a celebration to the lyricist often behind the methodical heartbeat of Hip Hop Music. Our featured artist represents a core breed of talented individuals who dedicated hours, days and weeks for the culture. Andrew John Katz is a watercolor artist and educator who lives and works on Maryland's Eastern Shore. He received both his BFA and MAT degrees from the Maryland Institute College of Art in Baltimore, where he majored in General Fine Arts and Art Education. Inspired by the work of Edward Hopper, Joseph Cornell, Keith Haring, and Nick Bantock, Katz focuses on the visual relationships that straddle realism and abstraction simultaneously. His love of watercolor, its techniques and its versatility, enables him to render crisp and rich subjects while crafting dynamic compositions.", 0.5
"Every year, the National Cherry Blossom Festival ushers in spring by commemorating the 1912 gift of 3,000 cherry blossom trees from Japan to the United States of America. The festival celebrates the enduring friendship and close relationship between our two countries with a diverse and creative program which promotes traditional and contemporary arts and culture, natural beauty, and community. Blind Whino & IGDC are thrilled to showcase this celebration through the incredible work of local photographers. Each year, the IGDC community tirelessly documents the blossoms and events happening around Washington, DC and shares those images with the world through social media (@igdc). Please join us as we explore the beauty of the blossoms and vibrant festival displays with a juried photo show during the 2018 Cherry Blossom Festival", 0.5
"The Museum & Blind Whino SW Arts Club presents the Quadrant Collection for Black History Month celebrating past iconic figures who were born and raised in all four quadrants and a special honor to our current Mayor Muriel Bowser who is running for her 2nd term in office. With every shirt that sells, The Museum & Blind Whino SW Arts Club will match the sale and donate the amount to a non-profit organization in the respective quadrant.", 0.5
"This is tomorrow. This is the Future, and while we appreciate the foundation on which we were built; we’re at the future. Thank you Thank You to the 4 M’s: Marcus, Malcom, Martin, and Momma. Thank you everyone. Now lets look in the mirror towards the future. This is the Kwanzaa of Present, enjoying the benefit of Umoja (Unity), Nia (Purpose), and Kuumba (Creativity). #BlackFutures pays it forward: all the ebb and flow of Black History, the humility and smiles, the love, and the faith that we will use our tools for betterment. The mission of this exhibition is to shed hope on what’s to come. We see our heroes and sheroes in our daily lives. In entertainment, civic engagement, our children, and in ourselves. Be inspired, and be the change you want to see!- Thanks Ghandi!", 0.5
"In partnership with Blind Whino SW Arts Club and with support from The Pink Line Project, IGDC’s first show will highlight the photography of local artists. Our community of photographers show the best sides of the DMV every day through #igdc and we are excited to share those images that represent our cities, neighborhoods, people and institutions with you.", 0.5
"The inaugural Superfierce exhibition will run through November 4 featuring 30+ nationally- and locally-known female artists, photographers and sculptors including Anne Marchand, Ashley Longshore, Caitlyn Teal Price, Dominique Fierro, Julie Wolfe, Lana Gomez, Maggie O’Neill, Maryanne Pollock and more.", 0.5
"Summer School is now in session & open 7 days a week from 12p-5p until Sunday, August 6th!! Come out & reflect back on your memorable moments from elementary through high school & college!! Write those thoughts out on our walls, show some school spirit, sign your name like your signing our yearbook and lets enjoy the Summer School project!", 0.5
