Talk with an animal keeper who cares for the Zoo's lions and tigers twice daily between the animal yards to the right of the carousel in Great Cats Circle., 0
This learning space designed especially for children ages six and under combines age appropriate activities with museum collections and touchable objects to provide a gateway to history and a place to exercise curiosity for the youngest historians., 0
"Take a stroll among live butterflies and exotic plants! Located adjacent to Partners in Evolution, this tropical oasis offers visitors a rare opportunity to get close to a variety of living butterflies from all over the world.", 0
An animal keeper will introduce you to one of the Zoo's small mammals like an armadillo or naked mole-rat., 0
Talk with one of the animal keepers who cares for the Zoo's Andean bears daily at 11 a.m. and 2 p.m. Andean bears are located between the Zoo's Amazonia and American Trail exhibits., 0
"Alpacas, donkeys, and goats-Oh My! Keepers will introduce you to one of the many furry or feathered residents of the Farm. This demonstration is weather dependent.", 0
Come hear what it takes to look after the Zoo's pandas from one of our animal keepers. This demonstration may take place at the red panda OR giant panda yards. Check the board at the entrance to Asia Trail for the exact location., 0
Watch as keeper staff train our seals or sea lions and learn more about these beautiful marine mammals! Check the board located near the Get your Feet Wet tide pool exhibit on American Trail for information on today’s demo., 0
"Story time in our Explore! space immerses you in tales of artists, presidents, inventors, athletes, and more! Before or after story time, enjoy our family space where you can play and learn about portraiture. 11:45am Tuesday-Friday. All ages welcome. No reservation required.", 0
Animal care staff will introduce you to one of the species on American Trail. Check the board located near the Get your Feet Wet tide pool exhibit on American Trail for information on today’s demo., 0
"Hear from an animal keeper and get a view of one of our sloth bears in their yard as they enjoy a food or enrichment* item. *The Smithsonian's National Zoo's enrichment program provides physically and mentally stimulating toys, activities and environments for all the Zoo’s animals. Enrichment allows animals to demonstrate their species-typical behavior, gives them opportunity to exercise control or choice over their environment and enhances their well-being. Enrichment is just as essential to animal welfare as proper nutrition and veterinary care.", 0
Lemur Feeding. Watch these dynamic primates from Madagascar as they discover enrichment items. Weather permitting., 0
"Meet the newest member of the Hirshhorn team: Pepper! Pepper is a social, humanoid robot designed to start conversations, share information, and have fun. Our Pepper is one of the first of its kind at the Smithsonian, part of a pilot project that lets us experiment with the use of social robots in museum spaces. Curious? Come meet Pepper, chat with the team, and get the inside scoop on this exciting new tech adventure. Stop by the info desk to see where Pepper is hanging out that day!", 0
"Check it out! Find our cart in-gallery and check out a kit to use inside the museum. Kits include a children’s book, suggested artworks for viewing, and hands-on materials. This program is a partnership between Smithsonian Libraries and the Hirshhorn.", 0
"Wednesday and Friday mornings are all about our youngest learners! Join us from 10 a.m to noon in the imagiNATIONS Activity Center for a pop-up space where babies can practice their motor skills, engage with objects for new sensory experiences, and play!", 0
"Discover the Golden Triangle neighborhood and the outdoor sculptures of No Spectators: Beyond the Renwick during this walking tour. Meet outside Renwick Gallery entrance, Pennsylvania Avenue. The tour lasts approximately 90 minutes. (Weather permitting.) No Spectators: Beyond the Renwick, an installation of outdoor sculptures and related programming in the neighborhood, is made possible by a collaboration with the Golden Triangle Business Improvement District and support from Lyft.", 0
"Listen to our Resident Fifer play different fifes, flutes, and a drum to demonstrate their different sounds and functions. Learn about some of the musicians who played music on the front lines of the American Revolution and examine replicas of 18th-century uniforms, books, and sheet music. Our fifer also demonstrates tunes for dancing, such as a minuet, a jig, and a reel.", 0
Experience George Washington's Mount Vernon from a different perspective during this 45-minute narrated sightseeing excursion on the Potomac River., 0
"Drop in and exchange greetings with our nation's first First Lady. Listen to stories from the woman that knew George Washington best - his wife, Martha. An actress portraying Martha Washington will regale you with tales of what it was like being married to our first president, hosting guests at Mount Vernon, living in the eighteenth century - and much more!", 0
"Hands-on-History Discovery Program. Families with young children are encouraged to explore and discover together through educational games, puzzles, and activities.", 0
"Visit the mobile Discovery Station in the Education Center Lobby to participate in hands-on activities, watch demonstrations, and see 18th-century objects. The Hands-on-History Center is closed during the Discovery Station program.", 0
Mount Vernon’s youngest visitors can make crafts and play games while learning about the Father of our Country! Children learn the same themes and ideas presented in the programming at Mount Vernon by participating in hands-on activities., 0
Sunset Storytime: Join a park ranger and listen to a story about symbols in the National Mall and Memorial Park, 0
"Join a park ranger to explore memorials that honor, recognize, and remember those who served in our nation’s conflicts.", 0
"It’s field-trip day and Jojo can’t wait to get to the zoo! But when he finds a little lost furball, what can he do? Asking for help for his new animal friend leads to a behind-the-scenes adventure, meeting some favorite animals, and learning about our wonderful Earth and its creatures.", 0
"Red scales, white tails, and blue tongues - a variety of colorful live reptiles from the USA and all over the world will be featured during this wildly exciting show!  An engaging, kid-friendly Wildlife Educator will educate and entertain with exciting animal stories and fun animal facts.", 0
"Discover the engineering marvels, new and old, that make our world great and explore new technologies that will make it even stronger!  We will ride on a futuristic hover board and fire projectiles using one of the most basic engineering defenses: a catapult!  We will learn about renewable solar and wind technologies and try to demolish a building to better understand earthquake construction and natural disaster protection!", 0
"This explosive company from Montgomery County shares the richness of African American culture by dancing the heritage of the African homelands. In a spectacular performance that blends chest-pounding drumming and foot-stomping leaps and steps, these performers create an infectious joy that captures hearts and sprits.", 0
